name,longitude,latitude,price,streetAddress,postcode,house_type
Corner studio next to Houston! [Huge windows - Loft style - No Fee],-73.990523,40.724097,"$1,895 ",1st street,10002,Apartment
"*BEAUTIFUL 2 BR, 1.5 BATH DUPLEX, W/D, D/W, PETS, PVT PATIO!*off WEA",-73.9676,40.801953,"$2,995 ",off West End Ave,10025,Apartment
2 bedroom HASA,-73.9274,40.6907,"$2,200 ",,11221,Apartment
Enormous High-Rise Luxury 1 Bed 1 Bath FLEX 2 Unit Upper East w/ Doorm,-73.96029,40.769375,"$2,990.00 ",,10021,Apartment
No Security Deposit Tribecas Finest Studio w/ 3 Months Free NO FEE,-74.005875,40.715794,"$2,550.00 ",105 Duane Street,10278,Apartment
"GREAT Location on Franklin Ave, Large 1-bedroom",-73.958695,40.668286,"$1,870 ",Franklin Ave,11225,Apartment
Large 3 bed Duplex/BACKYARD/ROOF/DISH/,-73.9563,40.7095,"$3,500 ",FROST,11211,Apartment
Flexible move in date.  Best deal ever!!! Will not last.,-73.952794,40.777389,"$3,500 ",,10028,Apartment
No Fee 1 Bed 1 Bath FLEX 2 W/ 2 Months Free Great lighting & Amazing V,-74.0083,40.7056,"$2,995.00 ",,10005,Apartment
1 br Pent House apt in heart of Greenpoint starting Nov 1,-73.95833,40.727129,"$3,806 ",West St.,11222,Apartment
"Amazing Corner 2 Bedroom 2 Bathroom w/ Dining Alcove, Walk-In Closet",-74.014725,40.718266,"$5,400.00 ",,10282,Apartment
Sunny Room near Williamsburg Waterfront—Furnished if Desired,-73.961656,40.713907,"$1,450 ",,10158,Apartment
Amazing Location stunning  1 Bedroom /1 bath apartment,-73.9067,40.8798,$810 ,,10463,Apartment
!^WOW^!*SMOKING HOT LOCATION!*GUT RENO 1 BED!*NO FEE!*UNDERPRICED!*HOT,-73.9606,40.660027,"$1,650 ",Beekman Pl,11225,Apartment
Newly renovated 1 bed with new appliances,-73.960962,40.675064,"$2,100 ",515 Park Pl.,11238,Apartment
SPACIOUS*DINING ROOM*STORAGE*NEW FULL BATHROOM************************,-73.870992,40.955084,"$2,200 ",Hill  Terrace,10703,Apartment
!^WOW^!*SMOKING HOT LOCATION!*LARGE 2 BED*PRIME WILLIAMSBERG!CHEAP!!!!,-73.951724,40.707807,"$1,995 ",hewes st,11211,Apartment
🏆 Spacious 1BR with 𝗣𝗿𝗶𝘃𝗮𝘁𝗲 𝗧𝗲𝗿𝗿𝗮𝗰𝗲,-73.977427,40.777844,"$2,700 ",59 West 73rd Street,10023,Apartment
!^INSANE LOCATION^!*LARGE NATURAL 1 BED!*FRANKLIN AV*NO FEE! !*TRAINS!,-73.958927,40.668021,"$1,850 ",Carroll street,11225,Apartment
!^SMOKING HOT^!BIG UNDERPRICED 2 BED*NO FEE*TRAIN*NEAR EASTERN PKWY,-73.941694,40.674748,"$1,995 ",st marks ave,11213,Apartment
cozy 2 bedroom,-73.956143,40.694579,"$1,850 ",Bedford Avenue,11205,Apartment
!^INSANE LOCATION^!HUGE NATURAL 1 BED!*SUNNY*^IN UNIT LAUNDRY!*NO FE!!,-73.95601,40.652314,"$1,795 ",Linden blvd,11226,Apartment
"No Fee! Luxury 1-Bed, Best Location in the City! 2 Blocks from Met!",-73.958165,40.778861,"$2,770 ",84th,10028,Apartment
Newly Renovated 2 Bedroom Apt. Right on Skillman Ave,-73.9069,40.745,"$1,980 ",51 street,11377,Apartment
****** new ****** BACKYARD ****THREE BEDROOMS**** WHOLE FLOOR!!,-73.898192,40.757955,"$2,400 ",69th Street,11370,Apartment
Sunny 2Br+ Apartment Sunset Park - walk to subway,-74.0133,40.6412,"$2,200 ",,11220,Apartment
Large Studio Apartment Only steps away from the #7 Train,-73.914303,40.746138,"$1,550 ",50th Street,11104,Apartment
"NO FEE, Elevator, Laundry, Renovated, 1/2 block from Subway",-73.947069,40.784236,"$1,875 ",96th,10128,Apartment
1 BEDROOM APT,-73.889742,40.739115,"$1,695 ",QUEENS BLVD,11373,Apartment
NO FEE! Incredible Studio in Prime Gowanus,-73.9828,40.6669,"$1,573 ",517 3rd ave,11215,Apartment
"No Fee -- Condo-style Studio -- Elevator, Laundry, Live-in Super",-73.9529,40.7763,"$1,940 ",81st street,10028,Apartment
Beautiful Williamsburg Studio Available. No Fee! Roof Access!,-73.940649,40.713855,"$1,795 ",Catherine St,11211,Apartment
"Stunning 2BR, Elevator, Laundry, Gym, Roof Deck. No Fee!",-73.942936,40.721859,"$2,499 ",N Henry St,11222,Apartment
NO FEE! Newly Renovated 3 BR in Crown Heights Townhouse,-73.9367,40.67,"$2,400 ",1689 carrol street,11213,Apartment
AWESOME 2 BDRM APT  IN PRIME CROWN HEIGHTS***TREE LINED BLOCK,-73.949291,40.676845,"$2,000 ",1211 dean,11216,Apartment
4 BEDROOM 2 BATHROOM HARDWOOD FLOORS UPDATED BATHROOM,-73.9053,40.9011,"$2,800 ",,10471,Apartment
Bright Second Floor 2BR In the Heart of Williamsburg's Northside!,-73.957131,40.718388,"$2,750 ",North 8th St,11211,Apartment
"Huge No Fee 1BR | Prime Bay Ridge | Bright, Spacious, No Fee!",-74.02987,40.623155,"$1,990 ",86th St,11209,Apartment
12634  Newly renovated studio apartment,-73.9546,40.6628,"$1,650 ",,11225,Apartment
"Renovated, Sunny 3BR in Prospect Heights w/Laundry in unit&Roof Deck!",-73.958845,40.678282,"$3,199 ",Classon Ave,11238,Apartment
"NO FEE! Unique Modern Grand 1,2 and 3 Bed w Breath-taking Views",-73.9367,40.67,"$2,200 ",1159 SAINT JOHN'S PLACE,11213,Apartment
7180 Newly Renovated With Amazing Natural Light,-73.9546,40.6628,"$1,650 ",,11225,Apartment
7594 Gorgeous and spacious loft apartment,-73.9436,40.7012,"$2,059 ",,11206,Apartment
"Wonderful 751 sqft, Efficiency floorplan at Apex Hudson Riverfront",-73.902845,40.936044,"$2,150 ",20 Water Grant St,10702,Apartment
11849 Renovated apartment in the heart of Crown Heights.,-73.9496,40.6794,"$1,700 ",,11216,Apartment
Amazing Light and Views in London Terrace,-74.003182,40.747274,"$2,999 ",465 W 23rd St,10011,Apartment
25588 Beautiful spacious 2BR/1BA renovated apartment.,-73.9496,40.6794,"$2,450 ",,11216,Apartment
10693 Lovely 1 Bedroom Apartment,-73.9644,40.679,"$2,149 ",,11238,Apartment
26303 A beautiful room is available within your budget,-73.918,40.7006,"$1,275 ",,11237,Apartment
60624 Beautiful duplex apartment in Clinton Hill,-73.9644,40.679,"$2,349 ",,11238,Apartment
NO FEE - MUST SEE! High End 4BR Apartment Available NOW! W/D in Unit!,-73.918294,40.684682,"$3,950 ",810 Macon St,11233,Apartment
Massive 1BR/ ON HAVEN AVE/ Laundry/ Beautiful Views,-73.942,40.8382,"$1,800 ",175th St,10032,Apartment
No Fee!! Lovely 3 Bedroom On the Upper West Side!,-73.6595,40.5877,"$5,800 ",,11561,Apartment
"Sweet 3 Bed/2Bath Only 2 Blocks to Barclays/Atlantic Terminal, NO FEE!",-73.9798,40.6816,"$3,200 ",40 5th Avenue,11217,Apartment
⭐HUGE + RENOVATED 2BR w/ OUTDOOR SPACE<~~~~ ⭐⭐�?-73.918,40.7006,"$2,300 ",weirfield,11237,Apartment,
"Sweet 1 Bed on 5th/Union, Steps to Trains, Will Not Last!",-73.980389,40.676277,"$2,200 ",189 5th Avenue,11217,Apartment
⭐⭐�?1BR~ BRaND NeW~  •laundry �?backyard �?15mins NYC<~~~~~~~~~~~~,-73.9069,40.745,"$1,950 ",58st,11377,Apartment
"Spacious Clinton Hill 3 BR/2BA, Avail Parking/Yard, Steps to Trains!",-73.958936,40.683506,"$3,000 ",498 Classon Avenue,11238,Apartment
PRIME PRISTINE 3 BEDROOM STEPS FROM BUSTLING WASHINGTON AVENUE,-73.963331,40.675561,"$2,750 ",Park Place,11238,Apartment
NO FEE - MUST SEE! High End 3BR Apartment Available NOW!,-73.946797,40.697903,"$2,550 ",Park Ave,11206,Apartment
"Stunning 1Bed Oasis, In Unit Laundry, Private Yard, Must See!",-73.928058,40.691806,"$2,250 ",514 Van Buren Street,11221,Apartment
⭐Walk In Studio $1300<~~~~~~~~~~~~~~~~~~~~~~~~~READY NOW⭐⭐�?-73.8195,40.728,"$1,300 ",Union tpke,11367,Apartment,
"NO FEE Gorgeous 2 Bed Bushwick Abode, Steps to Train!",-73.918329,40.688528,"$2,150 ",1111 Putnam Avenue,11221,Apartment
NO FEE! Large 1 Bedroom in Well-Maintained Bldg Steps to Prospect Park,-73.961699,40.653739,"$1,895 ",369 Ocean Ave,11226,Apartment
"Stunning 3Bed/2Bath, Massive Private Deck, Steps to Union St. R Train!",-73.983285,40.677058,"$4,000 ",228 Fourth Avenue,11217,Apartment
"*REAL DEAL SPACIOUS ""STUDIO"" / ELEVATOR LAUNDRY / EAST 73 ST. & 1 AV.",-73.956998,40.769117,"$1,600 ",336 EAST 73 STREET #1F,10021,Apartment
"Sunny 1 Bed Gem, Only 2 Blocks to R Train, MUST SEE!",-73.985429,40.678344,"$2,000 ",252 3rd Avenue,11217,Apartment
�?**1CUARTO APARTAMENTO ***�?-73.8438,40.6588,"$1,500 ",78st,11414,Apartment,
Great Studio in Doorman building,-73.95706,40.747837,"$2,200.00 ",,11109,Apartment
No Fee & 2 Months Free* Renovated 2 Bed <3 of Astoria *Near N & W Trai,-73.92571,40.7692,"$2,158.00 ",23-15 30TH AVE.,11102,Apartment
NO FEE - MUST SEE! High End 3BR Apt - Balcony/Rooftop,-73.943745,40.682508,"$4,085 ",Tompkins Ave,11216,Apartment
⭐⭐�?HUGE 2BR <~~~~~~~~~~~~~ w/ OUTDOOR SPACE ⭐⭐�?-73.918,40.7006,"$2,300 ",Weirfield st.,11237,Apartment,
No Fee* Renovated JR 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,"$1,775.00 ",25-21 31ST AVE.,11102,Apartment
W. 45TH AND 9TH AVE+SUN-FILLED STUDIO HOME W/ SEP. KITCHEN+ELEVATOR+LA,-73.99155,40.760357,"$1,737.08 ",400 W 45 ST.,10036,Apartment
NO FEE - MUST SEE! High End 3BR Apt - Balcony/Rooftop/Terrace,-73.943745,40.682508,"$4,050 ",Tompkins Ave,11216,Apartment
Amazing 1 bedroom in luxury doorman building,-73.95641,40.748096,"$2,825.00 ",,11109,Apartment
Wonderful apt with yard,-73.912701,40.703835,"$2,250 ",Bleecker,11237,Apartment
No Fee & 1 Month Free* Renovated 1 Bed Apt in Astoria Near N & W Train,-73.92594,40.7636,"$1,955.00 ",31-49 29TH ST.,11106,Apartment
"No Fee_Sunny, Gorgeous 1.5BR! Great for Couple! South Park Slope",-73.997942,40.659624,"$2,200 ",26St btwn 4 & 5Ave,11232,Apartment
"Ditmas Park, JUST LISTED  1 Bed DSJ Realty 718 810-2412",-73.966174,40.640431,"$2,075 ",Argyle Road,11226,Apartment
"Gravesend, 1 Bed/1 Bath Move-In Call DSJ 718 266-3700",-73.9743,40.5979,"$1,779 ",,11223,Apartment
FULLY RENOVATED 3BR APT. FOR RENT,-73.850105,40.903291,"$2,429 ",Cranford Avenue,10470,Apartment
"SPACIOUS SUN FILLED 2 BEDROOMS HEART OF PROSPECT HEIGHTS 2,3,Q,B,S",-73.962954,40.67359,"$2,800 ",St Johns Place,11238,Apartment
No Fee* Renovated Sunny 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,"$1,814.00 ",25-21 31ST AVE.,11102,Apartment
NO FEE - MUST SEE! High End 2 BR Apt w Terrace/Rooftop/Gym!,-73.943745,40.682508,"$3,850 ",Tompkins Ave,11216,Apartment
3 Bed Apartment... Newly renovated... Massive... Bright,-73.8739,40.7613,"$2,598 ",,11369,Apartment
No Fee & 1 Month Free* Renovated JR 1 Bedroom Near N & W Train in Asto,-73.92544,40.76566,"$1,660.00 ",25-21 31ST AVE.,11102,Apartment
NO FEE*MUST SEE*High End 2BR APT w Rooftop/Gym!,-73.943745,40.682508,"$3,300 ",Tompkins Ave,11216,Apartment
great flex 2 in LUXURY DOORMAN BUILDING,-73.98025,40.744453,"$2,384.00 ",151 East 31st Street,10016,Apartment
Huge 1 bedroom view of NYC skyline; bedroom $2500 yard &parking,-74.029,40.621,"$1,750 ",,11209,Apartment
Crown Heights - Large 1 Bedroom - Elevator - Lots of Light - Queen BR,-73.936907,40.666426,"$1,750 ",Carroll,11213,Apartment
"NO BROKER FEE ON TRIPLE MINT 3 BEDROOMS NEAR PROSPECT PARK 2,3,Q,B,S",-73.962954,40.67359,"$3,200 ",St Johns Place,11238,Apartment
"Sunny, cozy 2BR! Couple/Share! 2 People MAX; South Park Slope",-73.997942,40.659624,"$1,800 ",26St btwn 4 & 5Ave,11232,Apartment
1 Bedroom in 3BR Avail in Sunny & Spacious Apt. for Flexible Move-in.,-73.964073,40.679379,"$1,200 ",dean street,11238,Apartment
Great Railroad Apartment w Semi Private Yard,-73.911949,40.704489,"$2,150 ",,11237,Apartment
HUGE BEAUTIFUL 5 BEDROOM DUPLEX,-73.8736,40.6762,"$3,500 ",PENNSYLVANIA  AVE,11208,Apartment
"NoFee - Brand New Alcove Studio, Penthouse, Gym, views, 24 hr drman",-73.991686,40.680228,"$2,195 ",,11245,Apartment
"No Fee_Large, Charming 1BR in Brownstone! Couple/Share! Park Slope",-73.983709,40.662032,"$2,300 ",16St btwn 7 & 8Ave,11215,Apartment
Big apartment... New Reno... 1 bed... Backyard...Great Location...,-73.7745,40.7627,"$1,998 ",,11361,Apartment
BEAUTIFUL STUDIO APARTMENT IN MIDTOWN EAST IN TUDOR CITY,-73.971713,40.750494,"$1,695 ",2nd avenue,10017,Apartment
Gorgeous One Bedroom Available in CO-OP Building,-73.859424,40.903799,"$1,575 ",85 Bronx River Rd,10470,Apartment
NO FEE*MUST SEE*High End  1BR APT Available w Rooftop & Balcony!,-73.943745,40.682508,"$3,180 ",Tompkins Ave,11216,Apartment
1 bed room,-73.175426,41.188663,$750 ,Hallett street,6608,Apartment
"NO FEE - MUST SEE! High End 4BR Apt with Patio, Laundry!",-73.928347,40.703377,"$4,000 ",331 Melrose,11247,Apartment
"SPRAWLING 3 BEDROOM 2 BATH 1 BLOCK FROM BROOKLYN MUSEUM 2,3,4,5 TRAINS",-73.962954,40.67359,"$3,750 ",St Johns Place,11238,Apartment
No FEE - Gut Renovated 2 BR in Hamilton Height Steps to A/C & 1 Trains,-73.9507,40.8246,"$1,971 ",,10031,Apartment
Classic 1.5BR-Whole Floor! Great 4 Couple! Park Slope Prospect,-73.973959,40.680892,"$2,750 ",6Ave @ Bergen St,11217,Apartment
Union Square~Stunner Massive Renovated~Sun-filled Corner Unit* Queens,-73.993675,40.733315,"$2,925.00 ",,10276,Apartment
"2br w/ heat/hw included, dishwasher, laundry, Prospect Park",-73.954973,40.670108,"$2,100 ",410 Eastern Parkway,11225,Apartment
Bright Penthouse apartment with modern conveniences & vintage charm,-73.9353,40.684229,"$2,395 ",Hancock St,11216,Apartment
Awesome 2 BDRM APT IN BEDSTUY!! ASAP MOVE IN,-73.935561,40.6827,"$2,000 ",401 Macon st,11216,Apartment
3 Bedroom / 1 Bathroom Apartment for rent,-73.8961,40.7036,"$2,800 ",412 Menhan Street,11385,Apartment
"Bright, spacious 1st floor apartment",-73.2163,41.1668,"$1,675 ",219 Brewster Street,6605,Apartment
"Sunny Clinton Hill studio, heat/hw included",-73.956987,40.687729,"$1,500 ",350 Greene,11205,Apartment
"Queen size room, large kitchen/dining [parking available]",-73.948476,40.691707,"$1,050 ",Dekalb,11216,Apartment
No Fee* Renovated 1 Bed W/ Home Office + Balcony,-73.939881,40.676654,"$1,795.00 ",1643 Pacific Street,11213,Apartment
Best commuting location possible.4 stops to Manhatt. STEPS FROM SUBWAY,-73.954609,40.732324,"$2,320 ",India Str,11222,Apartment
NO FEE - MUST SEE! High End 3BR Apt - w Rooftop/Dishwasher,-73.9436,40.7012,"$4,250 ",16 Meserole St,11206,Apartment
Renovated 2 Bedroom apt,-73.8794,40.8409,"$1,700 ",VYSE Ave,10460,Apartment
"Super sunny 3br/1.5bath w/ 15ft ceilings, skylight,laundry,roof deck",-73.918579,40.702589,"$2,500 ",302 Stanhope,11237,Apartment
Fabulous Two Bed!,-74.015314,40.646287,"$2,520 ",313 52nd St,11220,Apartment
"Love your new home! Beautiful 595 Sq Ft, 1 Bed, 1 Bath floorplan.",-73.902845,40.936044,"$1,829 ",20 Water Grant St,10702,Apartment
No Brokers Fee* Gorgeous Spacious 3 Bed in <3 of Crown Heights,-73.955691,40.672951,"$2,600 ",1445 Bedford Ave,11238,Apartment
NO FEE - MUST SEE! High End 2BR APT- with Gym/Rooftop/Laundry!,-73.942905,40.72167,"$3,000 ",72 N Henry St,11222,Apartment
No Fee* STUDIO in Sunnyside W/ MANHATTAN VIEWS ! Near 7 Train,-73.927647,40.742786,"$1,650.00 ",45-35 44TH ST.,11104,Apartment
Renovated Large 1 bedroom New Rochelle - Pelham Rd,-73.781,40.9002,"$1,950 ",,10805,Apartment
No Fee Huge Renovated JR 1 Bed 1 Bath Sunnyside* Queens Near 7 Train,-73.927819,40.742948,"$1,895.00 ",45-35 44TH ST.,11104,Apartment
No Fee & 2 Months Free* Renovated 2 Bed <3 of Astoria *Near N&W~!,-73.92468,40.76712,"$2,158.00 ",23-15 30TH AVE.,11102,Apartment
No Fee* Gorgeous Renovated 1 Bed HUGE!!!!,-73.910749,40.755474,"$1,925.00 ",,11103,Apartment
NO SECURITY DEPOSIT! Studio Apartment next to Coney Island Hospital!,-73.970411,40.584683,"$1,495 ",2661 West 2nd Street,11223,Apartment
"Clean Studio Apartment in UES, Laundry, Elevator, No Fee!!",-73.948331,40.77426,"$1,696 ",York Avenue,10028,Apartment
No Fee* Gorgeous 1 Bed 1 Bath in <3 of SUNNYSIDE *Near 7 Train,-73.91683,40.744997,"$2,050.00 ",39-86 47th Street,11104,Apartment
NO SECURITY DEPOSIT! Gravesend 1 Bedroom Rental! 718-266-3700,-73.970454,40.584708,"$1,799 ",2661 West 2nd Street,11223,Apartment
No Fee* Beautiful Renovated Large STUDIO in REGO PARK! Near M & R,-73.857182,40.726992,"$1,695.00 ",64-85 Booth St,11374,Apartment
NO SECURITY DEPOSIT! Top Floor Large 1 Bedroom! 718-266-3700,-73.9758,40.6424,"$2,075 ",400 Argyle Road,11218,Apartment
STUDIO APARTMENT WITH FIREPLACE NEAR CENTRAL PARK,-73.977749,40.779072,"$1,899 ",West 75th street,10023,Apartment
"2 BR Lux Reno w/W/D, D/W, West of B'wy on West 136th St.",-73.955927,40.821328,"$1,990 ",West 136th St.,10031,Apartment
NO FEE & NO SECURITY DEPOSIT! Ditmas Park 1 Bedroom Apartment!,-73.966613,40.639171,"$1,999 ",405 Westminster Road,11226,Apartment
Beautiful 1 Bedroom in Upper East Side! No Fee!,-73.955337,40.77521,"$1,866 ",81 Street,10075,Apartment
The prime location you've been waiting for! Beautiful Efficiency!,-73.902845,40.936044,"$1,750 ",20 Water Grant St,10702,Apartment
"Gorgeous Studio Apartment in Upper East Side, No Fee",-73.955219,40.775121,"$1,733 ",81 Street,10075,Apartment
"Beautiful, clean Jr. 1 Bedroom Apartment in Upper East Side",-73.955283,40.775106,"$1,733 ",81st Street,10075,Apartment
NO FEE - MUST SEE! High End 4BR Apartment Available NOW!,-73.9125,40.690883,"$3,200 ",Central Ave,11221,Apartment
NO FEE - MUST SEE! High End 3BR Apt with Laundry in the building!,-73.9125,40.690883,"$2,600 ",Central Ave,11221,Apartment
"NO FEE! Beautiful 1Bed 1bath in prime Prospect park south - B,Q Trains",-73.961602,40.653806,"$1,895 ",ocean ave,11226,Apartment
"new renovated one bedroom, 24 hrs doorman, 5 min. to train",-73.895799,40.75062,"$1,750 ",35-20 Leverich st.,11377,Apartment
STUDIO WALK METRO No Fee**,-73.759687,40.931957,"$1,700 ",Larchmont Avenue,10538,Apartment
NO FEE Studio in the heart of Park Slope/ Gowanus,-73.989,40.6721,"$1,699 ",,11215,Apartment
NO FEE! Newly Renovated 2Bed/1Bath apartment - Prime Crown Heights!,-73.949425,40.674225,"$2,295 ",Prospect Place,11216,Apartment
RENT STABILIZED 1 bed/1 bath,-73.953459,40.780574,"$2,690 ",88,10128,Apartment
XLARGE STUDIO 700sqft- NO BROKER FEE FOREST HILLS-SUBWAY 500ft AWAY,-73.850484,40.725129,"$1,600 ",10230 Queens Blvd,11375,Apartment
NO SEC DEPOSIT! Apartment near Coney Island Hospital 718-373-6000,-73.967814,40.586598,"$1,795 ",Ocean Parkway,11223,Apartment
Beautiful large bedroom + rooftop available Nov. 1st,-73.931392,40.696347,"$1,016 ",Suydam Street,11221,Apartment
huge 3 bed !! right off the m line,-73.932495,40.683475,"$2,350 ",115 suydam,11221,Apartment
Renovated 2 bedrooms and 1 bathroom in Crown Heights with WASHER/DRYER,-73.9522,40.668136,"$2,275 ",President Street,11225,Apartment
"*NO BROKER FEE, BRAND NEW ELEVATOR BUILDING",-73.922496,40.841548,"$1,850 ",1395,10452,Apartment
NO SEC DEPOSIT! Apartment w/OUTDOOR space next to Park 718-373-7700,-74.003263,40.599829,"$1,795 ",Cropsey Ave,11214,Apartment
NO FEE 4 Bedroom Apartment in Prime Bushwick,-73.910351,40.690259,"$3,000 ",,11221,Apartment
NO FEE - MUST SEE! High End 2BR Apt - with Balcony/Gym/Laundry!,-73.919998,40.688196,"$2,075 ",936 Madison St,11221,Apartment
NO FEE! NO SEC DEPOSIT! Building w/Garage in Flushing 718-359-7300,-73.823061,40.759058,"$2,125 ",Barclay Avenue,11352,Apartment
GORGEOUS Fully Renovated Convertible 3 Bedroom In Crown Heights!!!,-73.938635,40.665626,"$2,950 ",595 Crown Street,11213,Apartment
3 BEDROOM Sept. Free - L & G TRAIN STATION,-73.950961,40.71461,"$2,700 ",18 Conselyea Street,11211,Apartment
"2 BEDROOM APARTMENT, NEXT TO L & G TRAIN STATION",-73.950961,40.71461,"$2,700 ",18 Conselyea Street,11211,Apartment
"SUNNY 1 BED IN CLINTON HILL, WAVERLY AVE, $2150",-73.965865,40.683267,"$2,150 ",Waverly Ave,11238,Apartment
"NO FEE - MUST SEE! High End 4 BR Apt-w Rooftop/Backyard, Lounge!",-73.915113,40.709509,"$3,175 ",1874 Hart St,11247,Apartment
Parking & all included,-74.115653,40.573428,"$1,850 ",78,10306,Apartment
NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,-74.000738,40.598766,"$1,995 ",Cropsey Ave,11214,Apartment
* BED STUY * 1.5BR TOP FLOOR WITH W.D INC & PRIVATE ROOF * NO FEE *,-73.934523,40.691048,"$2,106 ",Van Buren St,11221,Apartment
"Huge Studio with Separate Kitchen by Owner, No Fee",-73.9511,40.7816,"$1,732 ",,10128,Apartment
Apartments in Staten Island by Atlantic Management  718-979-1400,-74.111409,40.564987,"$1,695 ",Ebbitts Street,10306,Apartment
Loft-style 1 Bdrm Apt. Bright w/High Ceilings,-73.9436,40.7012,"$2,000 ",345 Lorimer St,11206,Apartment
Must see!,-74.119037,40.575416,"$2,550 ",22,10306,Apartment
No fee!- Corner LOFT apartment- Clean finishes!- N/W Exposure!,-73.9563,40.7095,"$2,295 ",,11211,Apartment
Huge prewar 3br w/ sunlight everywhere,-73.954993,40.67665,"$2,400 ",967 Bergen,11216,Apartment
*WILLIAMSBURG * 1BR HIGH END WITH W.D INC & TERRACE* ELEVATOR*BOUTIQUE,-73.954913,40.718955,"$2,995 ",N 10TH,11211,Apartment
NO SEC DEP! Doorman Building close to Park & Water 718-373-6000,-73.998435,40.597254,"$1,850 ",Bay Parkway,11214,Apartment
Apartment for Rent,-74.0303,40.6251,"$1,600 ",,11209,Apartment
Rent from Owner! Jackson Heights_Huge 2BR / 2 Bath - Elevator / No Fee,-73.891545,40.753047,"$2,350 ",75th Street,11372,Apartment
2 private balconies+central a/c+laundry+great roof deck+PROSPECT PARK,-73.960543,40.673584,"$2,500 ",774 Classon,11238,Apartment
Morris Avenue ----  Studio Apartment - Elevator / No Fee / Great Deal!,-73.899962,40.862351,"$1,225 ",Morris Avenue,10468,Apartment
No Fee!- Fully redone!- Heat/Hot W. included- By the Hewes J/M/G/L,-73.9563,40.7095,"$2,250 ",,11211,Apartment
1 bedroom apartment,-74.074286,40.60274,"$1,500 ",piedmont ave,10305,Apartment
*WILLIAMSBURG * 2BR 2BA HIGH END MASSIVE*ELEVATOR*ROOF DECK*NO FEE,-73.954934,40.718915,"$3,999 ",N 10TH,11211,Apartment
NO SEC DEPOSIT! Apartment in a Building next to Park 718-979-1400,-74.00283,40.600204,"$1,795 ",Cropsey Ave,11214,Apartment
1 Bedroom Apartment,-73.950874,40.644275,"$1,550 ",E28th Street,11226,Apartment
🍁Brand New Building🍁2 Bed 2 Bath w/ Private Rooftop🍁NO FEE🍁A/C🍁,-73.940467,40.675447,"$3,300 ",Bergen St,11213,Apartment
"PARK SLOPE.SPACIOUS 1BR.RENT STABILIZED,TIN/HIGH CEILINGS.OPEN AIRY SP",-73.986656,40.661751,"$1,850 ",Prospect Ave.,11215,Apartment
Large 1 BR/1 Bath with small outdoor deck,-73.9828,40.6669,"$2,800 ",,11215,Apartment
Large 2 Bed. Prime PLG! Laundry/Elevator Bld! Steps to Prospect Park,-73.952301,40.657901,"$2,050 ",245 Hawthorne St,11225,Apartment
🍁Brand New Building🍁MASSIVE STUDIO APARTMENT🍁NO FEE🍁A/C🍁,-73.94067,40.675658,"$2,000 ",Bergen St,11213,Apartment
NO FEE - MUST SEE! High End 3BR Apt-Rooftop/Laundry!,-73.952694,40.676402,"$2,625 ",35 Rogers Ave,11216,Apartment
Luxury 1bed/1bath with large private patio,-73.968524,40.71082,"$3,900 ",Kent Avenue,11251,Apartment
"NO FEE! HUGE 4 Bed, 1 Bath! + Central A/C, Dishwasher, W/D in unit!",-73.952966,40.667373,"$3,345 ",carroll st,11225,Apartment
NO FEE! Beautiful 2 Bed 1 Bath - Laundry Bldg w/ Shared Backyard,-73.952397,40.657631,"$2,495 ",hawthorne st,11225,Apartment
Yes it's a fireplace! Sun drenched 1BR. Historic lower Harlem. No fee,-73.95109,40.804428,"$1,700 ",118th Street,10026,Apartment
Beautifully Renovated 3 Bedroom Duplex - W/D in Unit - No Fee,-73.947966,40.677611,"$2,980 ",PAcific,11216,Apartment
Great apartment for rent,-73.9436,40.7012,"$2,075 ",Broadway,11206,Apartment
❣️Newly Renovated Studio❣️No Fee❣️Desirable Location❣️,-73.95307,40.676252,"$1,800 ",Bergen st,11216,Apartment
🌟Newly Renovated 2 Bedroom🌟No Fee🌟J/Z Train🌟Great Deal🌟,-73.916659,40.688497,"$1,950 ",Bushwick Ave,11221,Apartment
Excellent 2BR Unit! w/Sky high ceiling *Must See!,-73.937496,40.683941,"$2,250 ",Hancock st,11216,Apartment
Large 2.5 Bed (Flex 3 Bed) Private House. W/D In-Unit! By F.G.D Trains,-73.988371,40.642973,"$2,400 ",1163 38th Street,11218,Apartment
Near the EAST River- charming 2BRapt-good for 2+1* GREEN YARD,-73.9563,40.7095,"$2,500 ",South 1 St,11211,Apartment
We love your pets! They'll love Residences on Bedford! Tour today!,-73.5435,41.0888,"$2,433 ",,6905,Apartment
"Elegant 1.5 bedroom w/Shared Backyard, UNBEATABLE LOCATION!",-73.953867,40.672713,"$2,199 ",Sterling Pl,11238,Apartment
Two Bedroom Duplex,-73.779287,41.017632,"$2,400 ",35 Van Wart St,10606,Apartment
5305 3rd ave,-74.0133,40.6412,"$1,850 ",,11220,Apartment
Spacious clean and Bright! !!,-73.934558,40.695554,"$2,650 ",Stuyvesant,11221,Apartment
Pets Welcome! We accept indoor cats and dogs! Ask for details!,-73.902845,40.936044,"$2,209 ",20 Water Grant St,10702,Apartment
